vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},8559,2023-02-16 20:49:31,False,,,Response,219,chord_player,5,ModularPage,,86.13.105.146,"{'time_taken': 3.602, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:27.265Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:27.557Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:27.557Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:27.567Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:30.081Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:30.081Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:30.081Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:30.082Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:30.082Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:30.086Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:30.833Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_9__trial_6372__stimulus&secret=7340d25a-ef58-4580-a57e-18f9d003a7df', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8560,2023-02-16 20:49:32,False,,,Response,218,chord_player,6,ModularPage,,86.174.142.21,"{'time_taken': 4.194, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:27.433Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:28.343Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:28.343Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:28.362Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:30.885Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:30.885Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:30.886Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:30.887Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:30.893Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:30.894Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:31.587Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_36__trial_6373__stimulus&secret=9f9acdc6-f841-4da1-aad6-1c4cb0062251', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8561,2023-02-16 20:49:34,False,,,Response,214,chord_player,3,ModularPage,,84.66.99.72,"{'time_taken': 3.345, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:31.447Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:31.777Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:31.778Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:31.787Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:34.297Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:34.297Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:34.298Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:34.299Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:34.299Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:34.299Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:34.761Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_39__trial_6374__stimulus&secret=f8c3fe81-a31f-400b-9614-1a45fe4ea14e', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8562,2023-02-16 20:49:35,False,,,Response,219,chord_player,1,ModularPage,,86.13.105.146,"{'time_taken': 3.826, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:31.897Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:32.336Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:32.336Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:32.346Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:34.860Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:34.860Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:34.861Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:34.861Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:34.862Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:34.862Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:35.686Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_30__trial_6375__stimulus&secret=8d27d397-1b00-493f-aef3-f5a9ec8b5677', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8563,2023-02-16 20:49:36,False,,,Response,209,q_12,1,GMSIPage,,94.174.30.133,"{'time_taken': 8.456, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:29.500Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:29.516Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:29.522Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:29.532Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:29.533Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:37.915Z', 'info': {'buttonId': '1'}}], 'gmsi_label': 'gmsi'}",Response,_Response
{},8564,2023-02-16 20:49:37,False,,,Response,218,chord_player,4,ModularPage,,86.174.142.21,"{'time_taken': 3.64, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:32.516Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:32.883Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:32.883Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:32.900Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:35.415Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:35.415Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:35.416Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:35.417Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:35.423Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:35.429Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:36.116Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_43__trial_6376__stimulus&secret=d61cb0c5-1a4b-4b35-8cbe-7d5cdbccdb33', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8565,2023-02-16 20:49:39,False,,,Response,214,chord_player,5,ModularPage,,84.66.99.72,"{'time_taken': 3.665, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:36.287Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:36.567Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:36.567Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:36.577Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:39.087Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:39.087Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:39.088Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:39.089Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:39.089Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:39.089Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:39.915Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_32__trial_6377__stimulus&secret=3e226407-3d3f-45d9-939e-318850b4b6b8', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8566,2023-02-16 20:49:40,False,,,Response,219,chord_player,1,ModularPage,,86.13.105.146,"{'time_taken': 3.291, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:36.623Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:36.946Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:36.946Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:36.957Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:39.469Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:39.470Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:39.470Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:39.471Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:39.471Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:39.471Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:39.887Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_21__trial_6378__stimulus&secret=4cac0193-b6df-4916-9710-1664e60657bc', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8567,2023-02-16 20:49:42,False,,,Response,218,chord_player,4,ModularPage,,86.174.142.21,"{'time_taken': 4.193, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:36.997Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:37.373Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:37.373Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:37.392Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:39.896Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:39.896Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:39.897Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:39.897Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:39.898Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:39.899Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:41.156Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_44__trial_6379__stimulus&secret=6c0292d1-222b-4380-94a1-d72ec78c343f', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8568,2023-02-16 20:49:44,False,,,Response,214,chord_player,4,ModularPage,,84.66.99.72,"{'time_taken': 2.884, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:41.375Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:41.689Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:41.689Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:41.698Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:44.210Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:44.210Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:44.211Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:44.211Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:44.211Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:44.212Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:44.228Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_12__trial_6380__stimulus&secret=98f0c29e-f83f-4ee6-a58c-26f64198b4ad', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8569,2023-02-16 20:49:44,False,,,Response,219,chord_player,7,ModularPage,,86.13.105.146,"{'time_taken': 3.482, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:40.721Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:41.135Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:41.135Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:41.146Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:43.658Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:43.658Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:43.659Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:43.659Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:43.659Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:43.659Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:44.167Z', 'info': {'buttonId': '7'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_10__trial_6381__stimulus&secret=75411748-1f91-4fdf-b22d-e8dc9bd42e73', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8570,2023-02-16 20:49:45,False,,,Response,209,q_16,7,GMSIPage,,94.174.30.133,"{'time_taken': 8.999, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:38.692Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:38.707Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:38.712Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:38.723Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:38.724Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:47.656Z', 'info': {'buttonId': '7'}}], 'gmsi_label': 'gmsi'}",Response,_Response
{},8571,2023-02-16 20:49:46,False,,,Response,218,chord_player,4,ModularPage,,86.174.142.21,"{'time_taken': 3.577, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:42.130Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:42.510Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:42.511Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:42.527Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:45.041Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:45.041Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:45.042Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:45.043Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:45.049Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:45.054Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:45.668Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_54__trial_6382__stimulus&secret=b772b320-6e72-41b8-9d81-019dabcff7ad', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8572,2023-02-16 20:49:48,False,,,Response,219,chord_player,5,ModularPage,,86.13.105.146,"{'time_taken': 3.646, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:45.114Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:45.471Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:45.472Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:45.480Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:47.994Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:47.994Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:47.995Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:47.995Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:47.995Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:47.995Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:48.725Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_52__trial_6384__stimulus&secret=79054433-c109-4178-9845-9ef18ae624da', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8573,2023-02-16 20:49:49,False,,,Response,214,chord_player,4,ModularPage,,84.66.99.72,"{'time_taken': 3.493, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:45.707Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:46.011Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:46.011Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:46.020Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:48.530Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:48.530Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:48.530Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:48.532Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:48.532Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:48.532Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:49.160Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_35__trial_6383__stimulus&secret=6ca25cec-1578-4706-8494-58e6ff1b686d', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8574,2023-02-16 20:49:51,False,,,Response,218,chord_player,3,ModularPage,,86.174.142.21,"{'time_taken': 3.563, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:46.570Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:46.933Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:46.934Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:46.950Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:49.461Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:49.461Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:49.462Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:49.463Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:49.469Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:49.472Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:50.092Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_38__trial_6297__stimulus&secret=c6534c09-0f4c-4819-b3d6-8c4d4aaeadf4', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8575,2023-02-16 20:49:51,False,,,Response,209,q_18,1,GMSIPage,,94.174.30.133,"{'time_taken': 4.744, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:48.382Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:48.406Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:48.411Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:48.421Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:48.422Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:53.094Z', 'info': {'buttonId': '1'}}], 'gmsi_label': 'gmsi'}",Response,_Response
